Number of processors:	1
Transmitters per processor:	1024
Processes per node:	1
Spawning 1 workers to process 1024 transmitters ...
TIME:	Dynamic process spawning	0.29000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.57000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.57000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.61000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.62000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.62000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.55000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.55000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.05000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.57000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.58000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.57000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.61000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.62000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.61000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.57000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.55000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.55000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.05000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.58000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.57000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.61000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.63000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.61000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.55000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.05000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.58000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.62000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.62000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.62000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.55000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.55000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.05000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.57000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.57000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.57000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.62000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.62000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.61000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.55000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.05000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.58000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.61000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.63000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.61000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.55000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.05000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.58000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.62000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.63000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.60000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.57000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.55000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.55000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.05000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.58000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.57000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.61000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.62000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.62000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.55000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.05000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.58000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.62000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.62000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.61000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.57000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.54000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.57000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.04000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.59000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.62000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.62000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.61000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.57000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.54000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.55000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.05000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.57000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.57000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.61000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.62000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.62000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.57000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.54000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.06000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.55000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.58000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.62000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.62000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.61000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.55000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.05000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.59000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.61000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.62000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.60000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.55000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.05000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.57000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.58000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.57000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.61000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.62000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.61000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.55000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.04000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.57000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.58000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.62000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.62000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.62000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.55000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.04000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.57000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.57000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.61000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.62000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.62000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.55000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.55000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.05000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.58000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.57000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.61000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.63000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.61000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.55000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.05000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.58000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.62000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.62000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.62000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.55000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.55000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.05000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.57000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.57000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.61000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.62000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.62000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.55000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.55000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.06000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.58000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.61000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.63000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.61000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.55000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.05000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.58000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.62000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.62000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.60000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.55000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.05000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.58000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.61000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.63000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.61000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.55000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.55000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.55000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.05000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.57000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.58000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.57000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.61000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.63000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.61000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.55000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.04000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.57000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.58000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.49000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.61000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.63000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.60000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.55000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.05000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.57000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.57000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.50000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.61000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.62000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.61000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.05000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.57000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.50000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.61000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.63000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.61000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.55000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.05000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.58000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.49000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.61000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.63000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.61000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.55000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.04000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.58000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.49000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.62000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.62000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.61000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.57000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.55000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.56000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.04000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.57000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.58000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.49000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.61000 sec
TIME:	Transmitter data send (0)	0.00000 sec
TIME:	Calculation and result dump (0)	10.62000 sec
